# Farm,Harvest Year 2015-2016,,,
,Volume (fanegas),,,
1478,100.86,,,
1479,0.00,,,
1480,0.00,,,
1481,4.66,,,
1482,533.90,,,
1483,5.61,,,
1484,0.46,,,
1485,17.20,,,
1486,26.86,,,
1487,29.04,,,
1488,3.38,,,
1489,"1,480.41",,,
1490,115.25,,,
1491,0.00,,,
1492,21.53,,,
1493,135.51,,,
1494,44.03,,,
1495,0.00,,,
1496,3.55,,,
1497,"2,020.65",,,
1498,530.60,,,
1499,"2,192.41",,,
1500,47.81,,,
1501,"1,097.50",,,
1502,284.08,,,
1503,18.39,,,
1504,65.51,,,
1505,0.00,,,
1506,0.00,,,
1507,5.95,,,
1508,231.63,,,
1509,17.86,,,
1510,0.00,,,
1511,818.70,,,
1512,436.58,,,
1513,29.49,,,
1514,158.49,,,
1515,0.00,,,
1516,0.00,,,
1517,27.84,,,
1518,95.20,,,
1519,28.84,,,
1520,105.38,,,
1521,0.00,,,
1522,36.05,,,
1523,5.79,,,
1524,0.00,,,
1525,0.00,,,
1526,0.00,,,
1527,2.15,,,
1528,0.00,,,
1529,3.15,,,
1530,0.00,,,
1531,0.00,,,
1532,"1,303.96",,,
1533,148.53,,,
1534,0.00,,,
1535,0.00,,,
1536,0.00,,,
1537,0.00,,,
1538,0.00,,,
1539,4.01,,,
1540,0.00,,,
1541,35.21,,,
1542,3.39,,,
1543,30.78,,,
1544,0.00,,,
1545,0.00,,,
1546,0.00,,,
1547,3.39,,,
1548,6.16,,,
1549,0.00,,,
1550,71.50,,,
1551,0.00,,,
1552,0.00,,,
1553,29.09,,,
1554,79.24,,,
1555,8.75,,,
1556,18.49,,,
1557,22.49,,,
1558,0.00,,,
1559,20.98,,,
1560,0.00,,,
1561,0.99,,,
1562,26.23,,,
1563,8.34,,,
1564,12.41,,,
1565,0.00,,,
1566,32.79,,,
1567,0.60,,,
1568,2.58,,,
1569,13.38,,,
1570,20.75,,,
1571,17.44,,,
1572,1.03,,,
1573,79.50,,,
1574,47.65,,,
1575,0.00,,,
1576,8.96,,,
1577,53.14,,,
1578,0.00,,,
1579,0.00,,,
1580,0.00,,,
1581,0.00,,,
1582,0.00,,,
1583,88.66,,,
1584,45.65,,,
1585,0.00,,,
1586,136.45,,,
1587,64.89,,,
1588,58.95,,,
1589,62.99,,,
1590,22.19,,,
1591,18.58,,,
1592,15.20,,,
1593,15.05,,,
1594,0.05,,,
1595,10.24,,,
1596,0.00,,,
1597,83.10,,,
1598,0.00,,,
1599,56.50,,,
1600,0.00,,,
1601,0.00,,,
1602,0.00,,,
1603,13.94,,,
1604,85.89,,,
1605,1.83,,,
1606,0.00,,,
1607,19.45,,,
1608,0.00,,,
1609,1.04,,,
1610,0.61,,,
1611,27.50,,,
1612,2.31,,,
1613,111.56,,,
1614,4.99,,,
1615,0.00,,,
1616,25.06,,,
1617,29.41,,,
1618,0.00,,,
1619,133.21,,,
1620,0.00,,,
1621,131.85,,,
1622,8.28,,,
1623,64.28,,,
1624,26.91,,,
1625,0.00,,,
1626,83.76,,,
1627,35.13,,,
1628,61.30,,,
1629,"1,003.95",,,
1630,0.00,,,
1631,1.09,,,
1632,79.24,,,
1633,46.68,,,
1634,0.00,,,
1635,0.00,,,
1636,27.30,,,
1637,30.45,,,
1638,27.29,,,
1639,4.41,,,
1640,7.40,,,
1641,0.00,,,
1642,4.16,,,
1643,25.96,,,
1644,0.00,,,
1645,154.53,,,
1646,0.00,,,
1647,0.00,,,
1648,0.00,,,
1649,0.00,,,
1650,174.61,,,
1651,172.03,,,
1652,0.00,,,
1653,0.00,,,
1654,21.81,,,
1655,0.00,,,
1656,0.00,,,
1657,20.54,,,
1658,41.19,,,
1659,0.00,,,
1660,0.00,,,
1661,0.00,,,
1662,0.00,,,
1663,176.81,,,
1664,28.95,,,
1665,0.00,,,
1666,55.18,,,
1667,37.03,,,
1668,134.91,,,
1669,25.98,,,
1670,503.89,,,
1671,74.08,,,
1672,0.00,,,
1673,0.00,,,
1674,0.00,,,
1675,0.00,,,
1676,21.24,,,
1677,0.00,,,
1678,143.05,,,
1679,0.00,,,
1680,0.00,,,
1681,0.00,,,
1682,0.00,,,
1683,5.98,,,
1684,0.58,,,
1685,270.23,,,
1686,3.86,,,
1687,0.00,,,
1688,0.00,,,
1689,23.79,,,
1690,139.10,,,
1691,0.00,,,
1692,0.00,,,
1693,200.54,,,
1694,56.25,,,
1695,0.00,,,
1696,0.00,,,
1697,25.40,,,
1698,0.00,,,
1699,22.61,,,
1700,21.68,,,
1701,191.91,,,
1702,0.00,,,
1703,0.00,,,
1704,8.04,,,
1705,12.88,,,
1706,4.39,,,
1707,0.00,,,
1708,16.24,,,
1709,0.00,,,
1710,1.91,,,
1711,0.00,,,
1712,1.94,,,
1713,107.26,,,
1714,114.69,,,
1715,34.86,,,
1716,"1,894.86",,,
1717,4.15,,,
1718,39.26,,,
1719,0.00,,,
1720,6.53,,,
1721,115.39,,,
1722,447.78,,,
1723,0.00,,,
1724,984.31,,,
1725,0.00,,,
1726,31.40,,,
1727,28.18,,,
1728,0.00,,,
1729,20.84,,,
1730,25.03,,,
1731,36.33,,,
1732,123.16,,,
1733,15.20,,,
1734,0.00,,,
1735,0.00,,,
1736,161.10,,,
1737,0.00,,,
1738,3.03,,,
1739,10.39,,,
1740,0.00,,,
1741,289.09,,,
1742,0.00,,,
1743,24.16,,,
1744,"1,247.59",,,
1745,18.90,,,
1746,8.71,,,
1747,18.84,,,
1748,0.00,,,
1749,20.91,,,
1750,0.00,,,
1751,6.05,,,
1752,0.00,,,
1753,10.39,,,
1754,95.89,,,
1755,0.00,,,
1756,25.85,,,
1757,345.79,,,
1758,6.00,,,
1759,0.00,,,
1760,0.00,,,
1761,6.00,,,
1762,13.43,,,
1763,0.00,,,
1764,50.45,,,
1765,0.00,,,
1766,271.05,,,
1767,5.59,,,
1768,0.00,,,
1769,0.00,,,
1770,24.28,,,
1771,0.00,,,
1772,2.61,,,
1773,447.23,,,
1774,4.99,,,
1775,18.96,,,
1776,0.80,,,
1777,0.50,,,
1778,106.73,,,
1779,116.08,,,
1780,3.20,,,
1781,8.04,,,
1782,0.00,,,
1783,0.00,,,
1784,66.10,,,
1785,815.09,,,
1786,1.13,,,
1787,0.00,,,
1788,0.00,,,
1789,87.68,,,
1790,0.00,,,
1791,0.35,,,
1792,0.00,,,
1793,6.69,,,
1794,79.34,,,
1795,206.34,,,
1796,0.00,,,
1797,0.00,,,
1798,115.98,,,
1799,21.85,,,
1800,0.00,,,
1801,41.95,,,
1802,35.35,,,
1803,0.00,,,
1804,82.43,,,
1805,167.85,,,
1806,30.99,,,
1807,30.70,,,
1808,15.33,,,
1809,0.00,,,
1810,15.16,,,
1811,46.54,,,
1812,0.00,,,
1813,13.01,,,
1814,1.75,,,
1815,2.29,,,
1816,341.43,,,
1817,39.33,,,
1818,24.18,,,
1819,174.33,,,
1820,39.89,,,
1821,21.19,,,
1822,0.00,,,
1823,17.85,,,
1824,46.09,,,
1825,6.90,,,
1826,0.00,,,
1827,0.00,,,
1828,32.91,,,
1829,9.25,,,
1830,2.50,,,
1831,1.98,,,
1832,0.85,,,
1833,279.66,,,
1834,29.91,,,
1835,26.03,,,
1836,254.71,,,
1837,0.26,,,
1838,0.00,,,
1839,15.71,,,
1840,5.63,,,
1841,0.00,,,
1842,0.00,,,
1843,0.00,,,
1844,11.45,,,
1845,9.84,,,
1846,0.00,,,
1847,0.00,,,
1848,2.53,,,
1849,3.23,,,
1850,0.00,,,
1851,0.00,,,
1852,0.60,,,
1853,0.00,,,
1854,0.50,,,
1855,0.00,,,
1856,8.65,,,
1857,0.60,,,
1858,0.73,,,
1859,118.31,,,
1860,41.31,,,
1861,0.00,,,
1862,3.29,,,
1863,0.00,,,
1864,0.00,,,
1865,18.16,,,
1866,0.66,,,
1867,10.60,,,
1868,5.70,,,
1869,59.15,,,
1870,1.58,,,
1871,9.51,,,
1872,0.00,,,
1873,188.05,,,
1874,0.00,,,
1875,0.00,,,
1876,77.59,,,
1877,1.61,,,
1878,0.00,,,
1879,30.98,,,
1880,28.21,,,
1881,22.89,,,
1882,0.00,,,
1883,11.10,,,
1884,0.00,,,
1885,0.00,,,
1886,0.00,,,
1887,18.86,,,
1888,0.00,,,
1889,29.79,,,
1890,0.00,,,
1891,0.00,,,
1892,699.80,,,
1893,15.39,,,
1894,407.78,,,
1895,0.00,,,
1896,2.34,,,
1897,145.75,,,
1898,1.63,,,
1899,9.89,,,
1900,135.24,,,
1901,51.99,,,
1902,174.73,,,
1903,0.99,,,
1904,367.29,,,
1905,122.71,,,
1906,0.00,,,
1907,0.85,,,
1908,0.18,,,
1909,112.75,,,
1910,105.15,,,
1911,61.31,,,
1912,80.78,,,
1913,3.85,,,
1914,517.91,,,
1915,"2,220.99",,,
1916,"1,579.05",,,
1917,0.00,,,
1918,13.29,,,
1919,114.63,,,
1920,25.11,,,
1921,0.00,,,
1922,54.16,,,
1923,65.06,,,
1924,73.35,,,
1925,27.01,,,
1926,10.99,,,
1927,229.69,,,
1928,1.26,,,
1929,33.46,,,
1930,79.14,,,
1931,101.00,,,
1932,5.18,,,
1933,98.88,,,
1934,5.48,,,
1935,3.28,,,
1936,6.30,,,
1937,16.84,,,
1938,"1,426.53",,,
1939,0.00,,,
1940,829.19,,,
1941,131.59,,,
1942,604.20,,,
1943,105.21,,,
1944,290.03,,,
1945,1.14,,,
1946,0.00,,,
1947,16.14,,,
1948,0.00,,,
1949,0.00,,,
1950,26.16,,,
1951,3.29,,,
1952,6.44,,,
1953,25.54,,,
1954,12.63,,,
1955,114.75,,,
1956,17.29,,,
1957,0.00,,,
1958,33.70,,,
1959,3.54,,,
1960,2.30,,,
1961,2.90,,,
1962,12.83,,,
1963,23.89,,,
1964,44.88,,,
1965,0.26,,,
1966,13.51,,,
1967,0.00,,,
1968,10.58,,,
1969,11.49,,,
1970,38.31,,,
1971,0.00,,,
1972,15.11,,,
1973,0.00,,,
1974,0.00,,,
1975,15.98,,,
1976,1.40,,,
1977,22.80,,,
1978,15.64,,,
1979,569.35,,,
1980,126.79,,,
1981,397.09,,,
1982,0.00,,,
1983,22.36,,,
1984,9.04,,,
1985,0.00,,,
1986,11.53,,,
1987,77.99,,,
1988,0.00,,,
1989,0.00,,,
1990,0.00,,,
1991,15.88,,,
1992,27.46,,,
1993,0.00,,,
1994,157.40,,,
1995,0.00,,,
1996,0.00,,,
1997,0.30,,,
1998,7.74,,,
1999,502.53,,,
2000,3.20,,,
2001,8.31,,,
2002,3.44,,,
2003,0.00,,,
2004,0.00,,,
2005,0.00,,,
2006,0.00,,,
2007,52.25,,,
2008,9.16,,,
2009,192.58,,,
2010,110.08,,,
2011,6.03,,,
2012,4.55,,,
2013,0.00,,,
2014,0.00,,,
2015,13.83,,,
2016,41.21,,,
2017,64.31,,,
2018,34.90,,,
2019,29.63,,,
2020,53.34,,,
2021,8.75,,,
2022,4.18,,,
2023,0.00,,,
2024,18.91,,,
2025,30.85,,,
2026,41.14,,,
2027,0.00,,,
2028,17.51,,,
2029,0.00,,,
2030,0.00,,,
2031,700.75,,,
2032,17.74,,,
2033,24.81,,,
2034,5.06,,,
2035,7.99,,,
2036,131.54,,,
2037,0.00,,,
2038,0.00,,,
2039,99.65,,,
2040,6.43,,,
2041,162.74,,,
2042,18.66,,,
2043,0.19,,,
2044,31.61,,,
2045,41.45,,,
2046,109.80,,,
2047,6.23,,,
2048,5.20,,,
2049,0.00,,,
2050,0.00,,,
2051,3.28,,,
2052,64.88,,,
2053,0.00,,,
2054,24.58,,,
2055,170.84,,,
2056,152.86,,,
2057,108.59,,,
2058,31.39,,,
2059,55.10,,,
2060,0.00,,,
2061,38.03,,,
2062,29.31,,,
2063,0.00,,,
2064,10.48,,,
2065,"2,252.20",,,
2066,5.06,,,
2067,105.29,,,
2068,144.29,,,
2069,46.15,,,
2070,16.60,,,
2071,160.39,,,
2072,"1,605.01",,,
2073,31.78,,,
2074,17.36,,,
2075,0.00,,,
2076,0.00,,,
2077,28.99,,,
2078,4.40,,,
2079,15.23,,,
2080,0.00,,,
2081,0.00,,,
2082,90.23,,,
2083,0.00,,,
2084,0.00,,,
2085,0.00,,,
2086,92.11,,,
2087,0.00,,,
2088,0.00,,,
2089,0.00,,,
2090,0.00,,,
2091,24.86,,,
2092,2.78,,,
2093,95.10,,,
2094,0.00,,,
2095,0.00,,,
2096,6.85,,,
2097,5.48,,,
2098,0.00,,,
2099,0.00,,,
2100,0.00,,,
2101,0.00,,,
2102,69.59,,,
2103,8.15,,,
2104,17.83,,,
2105,3.54,,,
2106,0.33,,,
2107,33.43,,,
2108,4.19,,,
2109,10.84,,,
2110,45.45,,,
2111,7.56,,,
2112,15.30,,,
2113,23.71,,,
2114,62.14,,,
2115,12.80,,,
2116,0.00,,,
2117,95.55,,,
2118,0.00,,,
2119,281.95,,,
2120,121.78,,,
2121,65.91,,,
2122,0.00,,,
2123,92.10,,,
2124,0.00,,,
2125,0.00,,,
2126,1.38,,,
2127,45.14,,,
2128,4.70,,,
2129,70.80,,,
2130,0.00,,,
2131,22.21,,,
2132,0.00,,,
2133,7.31,,,
2134,0.00,,,
2135,5.08,,,
2136,12.23,,,
2137,22.13,,,
2138,2.15,,,
2139,0.00,,,
2140,3.20,,,
2141,0.00,,,
2142,0.00,,,
2143,0.00,,,
2144,0.00,,,
2145,0.00,,,
2146,21.58,,,
2147,0.00,,,
2148,1.81,,,
2149,50.69,,,
2150,0.00,,,
2151,2.80,,,
2152,3.71,,,
2153,73.01,,,
2154,4.34,,,
2155,4.43,,,
2156,0.00,,,
2157,0.00,,,
2158,36.61,,,
2159,1.38,,,
2160,3.13,,,
2161,3.05,,,
2162,64.93,,,
2163,1.75,,,
2164,36.13,,,
2165,69.53,,,
2166,23.94,,,
2167,0.00,,,
2168,10.55,,,
2169,2.94,,,
2170,53.76,,,
2171,0.65,,,
2172,0.00,,,
2173,0.00,,,
2174,0.00,,,
2175,63.78,,,
2176,0.50,,,
2177,243.74,,,
2178,0.00,,,
2179,0.00,,,
2180,0.00,,,
2181,18.65,,,
2182,32.23,,,
2183,50.54,,,
2184,0.00,,,
2185,418.13,,,
2186,0.00,,,
2187,134.45,,,
2188,0.00,,,
2189,4.98,,,
2190,0.00,,,
2191,4.29,,,
2192,186.59,,,
2193,88.56,,,
2194,83.34,,,
2195,0.00,,,
2196,70.20,,,
2197,309.59,,,
2198,0.00,,,
2199,24.04,,,
2200,6.95,,,
2201,0.00,,,
2202,0.00,,,
2203,238.23,,,
2204,"1,071.25",,,
2205,190.18,,,
2206,46.33,,,
2207,69.06,,,
2208,24.50,,,
2209,104.24,,,
2210,161.70,,,
2211,9.00,,,
2212,0.00,,,
2213,5.89,,,
2214,31.49,,,
2215,0.00,,,
2216,68.44,,,
2217,21.06,,,
2218,70.96,,,
2219,162.68,,,
2220,0.00,,,
2221,0.00,,,
2222,17.58,,,
2223,11.90,,,
2224,17.66,,,
2225,0.00,,,
2226,3.60,,,
2227,28.51,,,
2228,0.00,,,
2229,28.18,,,
2230,230.54,,,
2231,18.45,,,
2232,5.31,,,
2233,30.00,,,
2234,34.33,,,
2235,0.00,,,
2236,5.66,,,
2237,2.39,,,
2238,137.44,,,
2239,68.29,,,
2240,17.78,,,
2241,0.00,,,
2242,11.56,,,
2243,1.13,,,
2244,1.65,,,
2245,0.00,,,
2246,0.00,,,
2247,2.76,,,
2248,0.00,,,
2249,80.40,,,
2250,42.00,,,
2251,2.54,,,
2252,0.00,,,
2253,92.84,,,
2254,12.59,,,
2255,79.78,,,
2256,27.40,,,
2257,0.00,,,
2258,56.86,,,
2259,11.38,,,
2260,2.60,,,
2261,0.94,,,
2262,4.15,,,
2263,0.00,,,
2264,66.16,,,
2265,12.16,,,
2266,72.09,,,
2267,3.66,,,
2268,91.45,,,
2269,0.00,,,
2270,20.03,,,
2271,340.18,,,
2272,28.31,,,
2273,26.23,,,
2274,3.79,,,
2275,34.65,,,
2276,21.71,,,
2277,44.04,,,
2278,11.09,,,
2279,6.25,,,
2280,0.00,,,
2281,40.74,,,
2282,98.23,,,
2283,241.24,,,
2284,13.06,,,
2285,33.19,,,
2286,0.00,,,
2287,0.00,,,
2288,0.38,,,
2289,0.00,,,
2290,2.14,,,
2291,0.65,,,
2292,47.18,,,
2293,2.86,,,
2294,3.53,,,
2295,1.33,,,
2296,61.89,,,
2297,5.66,,,
2298,138.55,,,
2299,19.14,,,
2300,0.00,,,
2301,74.51,,,
2302,3.34,,,
2303,13.13,,,
2304,0.00,,,
2305,8.88,,,
2306,0.00,,,
2307,85.29,,,
2308,21.20,,,
2309,147.11,,,
2310,46.25,,,
2311,11.34,,,
2312,11.49,,,
2313,207.50,,,
2314,69.85,,,
2315,4.65,,,
2316,60.56,,,
2317,26.30,,,
2318,0.18,,,
2319,51.59,,,
2320,24.81,,,
2321,67.01,,,
2322,50.13,,,
2323,1.61,,,
2324,3.58,,,
2325,35.84,,,
2326,120.68,,,
2327,47.66,,,
2328,3.10,,,
2329,11.41,,,
2330,20.95,,,
2331,0.00,,,
2332,0.00,,,
2333,3.85,,,
2334,7.00,,,
2335,185.33,,,
2336,98.60,,,
2337,0.96,,,
2338,0.00,,,
2339,2.90,,,
2340,62.74,,,
2341,2.73,,,
2342,7.98,,,
2343,36.01,,,
2344,1.20,,,
2345,8.09,,,
2346,1.70,,,
2347,208.88,,,
2348,6.70,,,
2349,59.81,,,
2350,0.00,,,
2351,3.96,,,
2352,0.00,,,
2353,0.00,,,
2354,0.00,,,
2355,0.51,,,
2356,17.39,,,
2357,0.00,,,
2358,6.23,,,
2359,0.00,,,
2360,7.86,,,
2361,36.90,,,
2362,11.73,,,
2363,37.48,,,
2364,100.74,,,
2365,0.00,,,
2366,9.40,,,
2367,0.00,,,
2368,0.00,,,
2369,2.90,,,
2370,27.24,,,
2371,0.00,,,
2372,0.00,,,
2373,11.83,,,
2374,3.76,,,
2375,0.00,,,
2376,0.00,,,
2377,43.25,,,
2378,8.98,,,
2379,37.54,,,
2380,5.01,,,
2381,57.74,,,
2382,0.00,,,
2383,0.00,,,
2384,51.69,,,
2385,0.00,,,
2386,36.16,,,
2387,33.19,,,
2388,2.25,,,
2389,13.54,,,
2390,961.50,,,
2391,131.63,,,
2392,40.15,,,
2393,0.00,,,
2394,14.66,,,
2395,0.00,,,
2396,0.00,,,
2397,9.03,,,
2398,3.15,,,
2399,10.08,,,
2400,0.00,,,
2401,14.99,,,
2402,0.00,,,
2403,2.56,,,
2404,1.93,,,
2405,40.85,,,
2406,1.55,,,
2407,1.36,,,
2408,7.31,,,
2409,0.00,,,
2410,0.00,,,
2411,12.23,,,
2412,0.35,,,
2413,0.00,,,
2414,0.00,,,
2415,0.00,,,
2416,0.00,,,
2417,0.00,,,
2418,0.00,,,
2419,97.69,,,
2420,1.81,,,
2421,143.25,,,
2422,34.18,,,
2423,45.49,,,
2424,3.01,,,
2425,8.18,,,
2426,0.00,,,
2427,1.18,,,
2428,0.00,,,
2429,0.00,,,
2430,0.63,,,
2431,8.28,,,
2432,112.89,,,
2433,12.61,,,
2434,61.98,,,
2435,261.51,,,
2436,106.73,,,
2437,129.84,,,
2438,119.76,,,
2439,3.10,,,
2440,0.61,,,
2441,0.00,,,
2442,8.95,,,
2443,0.00,,,
2444,0.00,,,
2445,0.00,,,
2446,3.56,,,
2447,0.00,,,
2448,21.18,,,
2449,47.36,,,
2450,0.79,,,
2451,0.00,,,
2452,0.00,,,
2453,34.33,,,
2454,54.71,,,
2455,7.68,,,
2456,39.38,,,
2457,42.16,,,
2458,60.89,,,
2459,0.00,,,
2460,9.65,,,
2461,0.00,,,
2462,85.15,,,
2463,0.00,,,
2464,0.00,,,
2465,7.29,,,
2466,0.55,,,
2467,8.40,,,
2468,18.31,,,
2469,8.81,,,
2470,29.06,,,
2471,15.19,,,
2472,8.09,,,
2473,0.00,,,
2474,260.66,,,
2475,3.20,,,
2476,3.94,,,
2477,2.88,,,
2478,114.30,,,
2479,110.66,,,
2480,23.03,,,
2481,71.96,,,
2482,2.39,,,
2483,0.85,,,
2484,3.16,,,
2485,18.19,,,
2486,7.33,,,
2487,0.00,,,
2488,0.00,,,
2489,0.00,,,
2490,0.00,,,
2491,5.18,,,
2492,10.43,,,
2493,0.00,,,
2494,35.48,,,
2495,13.95,,,
2496,39.88,,,
2497,95.36,,,
2498,82.15,,,
2499,0.70,,,
2500,25.13,,,
2501,34.16,,,
2502,1.15,,,
2503,30.44,,,
2504,37.14,,,
2505,0.00,,,
2506,0.00,,,
2507,96.85,,,
2508,39.59,,,
2509,107.99,,,
2510,0.00,,,
2511,37.81,,,
2512,3.08,,,
2513,0.00,,,
2514,25.78,,,
2515,0.00,,,
2516,0.00,,,
2517,3.73,,,
2518,53.25,,,
2519,0.00,,,
2520,12.21,,,
2521,0.00,,,
2522,0.00,,,
2523,0.00,,,
2524,24.60,,,
2525,27.94,,,
2526,36.01,,,
2527,0.20,,,
2528,180.53,,,
2529,14.45,,,
2530,0.00,,,
2531,14.43,,,
2532,24.04,,,
2533,0.00,,,
2534,0.00,,,
2535,0.00,,,
2536,0.00,,,
2537,0.00,,,
2538,5.16,,,
2539,0.00,,,
2540,51.29,,,
2541,44.33,,,
2542,60.04,,,
2543,24.05,,,
2544,26.85,,,
2545,0.00,,,
2546,6.90,,,
2547,67.36,,,
2548,231.38,,,
2549,58.84,,,
2550,0.00,,,
2551,55.98,,,
2552,0.00,,,
2553,15.21,,,
2554,0.00,,,
2555,430.56,,,
2556,0.00,,,
2557,2.70,,,
2558,3.83,,,
2559,0.00,,,
2560,20.79,,,
2561,12.39,,,
2562,19.69,,,
2563,84.26,,,
2564,5.61,,,
2565,6.93,,,
2566,32.81,,,
2567,3.08,,,
2568,0.00,,,
2569,4.18,,,
2570,0.00,,,
2571,136.73,,,
2572,0.00,,,
2573,0.00,,,
2574,469.24,,,
2575,2.90,,,
2576,28.83,,,
2577,2.39,,,
2578,6.21,,,
2579,5.29,,,
2580,33.61,,,
2581,1.15,,,
2582,57.83,,,
2583,15.26,,,
2584,2.55,,,
2585,0.00,,,
2586,1.16,,,
2587,0.00,,,
2588,3.44,,,
2589,23.31,,,
2590,121.13,,,
2591,0.91,,,
2592,0.00,,,
2593,0.00,,,
2594,36.01,,,
2595,62.13,,,
2596,6.18,,,
2597,0.00,,,
2598,0.00,,,
2599,7.73,,,
2600,43.45,,,
2601,0.00,,,
2602,21.01,,,
2603,18.24,,,
2604,0.00,,,
2605,9.16,,,
2606,0.00,,,
2607,42.08,,,
2608,3.85,,,
2609,0.66,,,
2610,1.56,,,
2611,60.16,,,
2612,38.58,,,
2613,5.13,,,
2614,15.20,,,
2615,36.34,,,
2616,0.00,,,
2617,10.48,,,
2618,7.44,,,
2619,1.18,,,
2620,106.29,,,
2621,28.20,,,
2622,234.54,,,
2623,0.00,,,
2624,11.10,,,
2625,34.24,,,
2626,0.86,,,
2627,8.38,,,
2628,2.88,,,
2629,135.71,,,
2630,65.98,,,
2631,0.81,,,
2632,25.16,,,
2633,13.71,,,
2634,1.80,,,
2635,11.98,,,
2636,0.00,,,
2637,10.59,,,
2638,8.04,,,
2639,6.20,,,
2640,36.85,,,
2641,8.81,,,
2642,53.91,,,
2643,7.20,,,
2644,64.11,,,
2645,7.19,,,
2646,20.35,,,
2647,6.68,,,
2648,3.88,,,
2649,88.70,,,
2650,30.59,,,
2651,0.00,,,
2652,1.85,,,
2653,2.79,,,
2654,115.41,,,
2655,83.78,,,
2656,"1,086.94",,,
2657,78.51,,,
2658,11.91,,,
2659,0.00,,,
2660,151.86,,,
2661,120.38,,,
2662,152.83,,,
2663,626.90,,,
2664,2.15,,,
2665,0.00,,,
2666,35.68,,,
2667,1.31,,,
2668,0.00,,,
2669,52.79,,,
2670,103.36,,,
2671,0.00,,,
2672,10.65,,,
2673,219.24,,,
2674,170.38,,,
2675,5.73,,,
2676,5.99,,,
2677,35.08,,,
2678,0.00,,,
2679,0.44,,,
2680,0.00,,,
2681,6.35,,,
2682,135.88,,,
2683,17.94,,,
2684,0.00,,,
2685,3.16,,,
2686,4.19,,,
2687,34.04,,,
2688,16.85,,,
2689,43.89,,,
2690,5.00,,,
2691,7.94,,,
2692,5.83,,,
2693,13.15,,,
2694,0.10,,,
2695,0.00,,,
2696,8.08,,,
2697,122.43,,,
2698,33.48,,,
2699,0.00,,,
2700,0.00,,,
2701,70.55,,,
2702,649.90,,,
2703,116.26,,,
2704,0.43,,,
2705,0.48,,,
2706,0.00,,,
2707,0.00,,,
2708,0.00,,,
2709,0.00,,,
2710,14.58,,,
2711,62.11,,,
2712,4.78,,,
2713,0.00,,,
2714,15.90,,,
2715,17.36,,,
2716,1.25,,,
2717,9.65,,,
2718,0.40,,,
2719,0.00,,,
2720,38.18,,,
2721,0.91,,,
2722,2.70,,,
2723,0.00,,,
2724,0.00,,,
2725,10.38,,,
2726,0.00,,,
2727,22.15,,,
2728,0.00,,,
2729,1.15,,,
2730,199.56,,,
2731,183.91,,,
2732,104.20,,,
2733,36.39,,,
2734,0.00,,,
2735,4.88,,,
2736,0.00,,,
2737,57.81,,,
2738,15.03,,,
2739,9.94,,,
2740,9.00,,,
2741,0.00,,,
2742,140.91,,,
2743,8.75,,,
2744,16.09,,,
2745,0.00,,,
2746,6.31,,,
2747,6.18,,,
2748,16.01,,,
2749,6.81,,,
2750,1.90,,,
2751,37.36,,,
2752,34.86,,,
2753,87.76,,,
2754,26.19,,,
2755,386.29,,,
2756,72.06,,,
2757,0.00,,,
2758,0.00,,,
2759,2.08,,,
2760,3.19,,,
2761,0.00,,,
2762,1.95,,,
2763,10.98,,,
2764,11.90,,,
2765,99.65,,,
2766,5.20,,,
2767,14.14,,,
2768,43.19,,,
2769,100.74,,,
2770,30.66,,,
2771,7.74,,,
2772,94.51,,,
2773,0.00,,,
2774,43.31,,,
2775,20.18,,,
2776,0.00,,,
2777,0.00,,,
2778,0.79,,,
2779,0.00,,,
2780,7.34,,,
2781,6.71,,,
2782,0.00,,,
2783,0.35,,,
2784,5.13,,,
2785,4.83,,,
2786,8.21,,,
2787,0.00,,,
2788,1.64,,,
2789,3.11,,,
2790,13.41,,,
2791,0.00,,,
2792,0.00,,,
2793,0.00,,,
2794,131.20,,,
2795,7.04,,,
2796,0.00,,,
2797,0.00,,,
2798,0.00,,,
2799,22.71,,,
2800,3.15,,,
2801,1.46,,,
2802,0.00,,,
2803,0.00,,,
2804,0.00,,,
2805,17.16,,,
2806,61.54,,,
2807,39.16,,,
2808,1.90,,,
2809,69.84,,,
2810,0.00,,,
2811,39.18,,,
2812,0.00,,,
2813,100.26,,,
2814,0.00,,,
2815,0.00,,,
2816,0.00,,,
2817,0.55,,,
2818,0.00,,,
2819,29.93,,,
2820,34.90,,,
2821,0.00,,,
2822,1.95,,,
2823,0.00,,,
2824,0.00,,,
2825,0.00,,,
2826,53.49,,,
2827,0.00,,,
2828,2.51,,,
2829,0.00,,,
2830,48.91,,,
2831,0.00,,,
2832,62.35,,,
2833,0.00,,,
2834,0.00,,,
2835,60.50,,,
2836,0.00,,,
2837,35.40,,,
2838,57.73,,,
2839,5.85,,,
2840,0.00,,,
2841,7.45,,,
2842,0.00,,,
2843,0.00,,,
2844,0.00,,,
2845,114.66,,,
2846,2.48,,,
2847,24.38,,,
2848,3.71,,,
2849,2.81,,,
2850,0.00,,,
2851,26.16,,,
2852,38.60,,,
2853,69.43,,,
2854,6.60,,,
2855,59.84,,,
2856,43.73,,,
2857,49.69,,,
2858,421.71,,,
2859,62.74,,,
2860,0.00,,,
2861,0.21,,,
2862,0.00,,,
2863,19.38,,,
2864,0.00,,,
2865,0.00,,,
2866,304.35,,,
2867,5.11,,,
2868,0.00,,,
2869,4.80,,,
